@@@@@@@@@@@ vid 273, ts: 1694078534000 | [AELJ] :-2147483645 | [APVN] :-2147483647 | [AXXB] :ME%o;wocIskYskM;,A(6%/;Q;o2AwAIoQk=6YQ6 | [BJSS] :-2147483647 | [BRMN] :144571.381036 | [BYQH] :1486224 | [CJMA] :7135762 | [CMGV] :4 | [CTEI] :6 | [CTYC] :-71324942 | [DEKG] :-3179 | [DHJE] :44560386 | [EVXL] :-1 | [EXAS] :-10233 | [FPFF] :4810 | [GDFW] :8 | [HQBX] :-2147483646 | [IJKG] :-4455527 | [IYMN] :RIGHT | [JENI] :-113627 | [JUFJ] :16281.691316 | [JUMF] :457358 | [JXOS] :-7125133 | [JYXY] :4736295 | [KSSM] :-884190.413058 | [MJBX] :-907965 | [MQXF] :13507793 | [MXVL] :-31054 | [OCCI] :424412 | [OGOM] :-2429 | [OKTM] :0 | [PLNE] :889547 | [QCBJ] :]E | [QYZI] :SUCCESS | [RHCS] :6072 | [RJUR] :x | [RNSE] :25178 | [RXBA] :-709266 | [SBNJ] :66028652.916827 | [SCSF] :-24223 | [SGMS] :93731.358863 | [SUTP] :4&yOqSWCeueW[WKK4CS\a#C#W'-[GuSOO[qei\0Kmy\a\0-SymiGeW'GeiSOmWeG#e[4SG.[O-ui&'CaGiO80\Cu-q#u&mqyK.8O | [UPNT] :-57429 | [VDIK] :S | [VEOD] :7305298.162771 | [VHQI] :8918139.519503 | [VKYF] :2577 | [VOTU] :26831.316698 | [VRCM] :86207 | [VZWB] :-2692 | [WLZH] :5769.778077 | [WVKX] :8819 | [WZVQ] :wEM(]%/E%Qc/6!; | [XZGR] :2 | [YCFN] :!g2s,;,c;]UEM=!;/QoEw;kgccE6so | [YGOI] :-2147483645 | [YHSA] :8902454 | [YQGL] :25661.638499 | [YVEN] :14796 | [ZXTE] :33038 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078597000 | [AELJ] :-2147483645 | [APVN] :-2147483645 | [AXXB] :2,gIEgEA/!QA(Y]/,!6=IgYA!IIgUgsEYEcU | [BJSS] :-2147483647 | [BRMN] :144589.576059 | [BYQH] :1417104 | [CJMA] :9465925 | [CMGV] :2 | [CTEI] :9 | [CTYC] :-94626575 | [DEKG] :-3470 | [DHJE] :59123908 | [EVXL] :-1 | [EXAS] :-8777 | [FPFF] :4338 | [GDFW] :2 | [HQBX] :-2147483646 | [IJKG] :-5911879 | [IYMN] :RIGHT | [JENI] :-142754 | [JUFJ] :16285.786945 | [JUMF] :602993 | [JXOS] :-9455296 | [JYXY] :4150823 | [KSSM] :-1175460.834802 | [MJBX] :-1199235 | [MQXF] :16922321 | [MXVL] :-33967 | [OCCI] :570047 | [OGOM] :-2138 | [OKTM] :1 | [PLNE] :1180817 | [QCBJ] :c, | [QYZI] :SUCCESS | [RHCS] :6075 | [RJUR] :x | [RNSE] :24706 | [RXBA] :-942282 | [SBNJ] :66040340.022034 | [SCSF] :-38787 | [SGMS] :122858.401038 | [SUTP] :-G484C#0imKy..['em-4u-.WC#044aCeWeK'GKWKe.SOuCKGK-e.CW0m'CCyK[yi#\'0m0#ai#i-&.iuqme#OGi.qKaWOW'0CK44 | [UPNT] :-80731 | [VDIK] :8 | [VEOD] :7306466.873292 | [VHQI] :11830843.736945 | [VKYF] :3457 | [VOTU] :26860.443741 | [VRCM] :109509 | [VZWB] :1836 | [WLZH] :5769.894948 | [WVKX] :9699 | [WZVQ] :/,(/AYo2E,Ios!E | [XZGR] :2 | [YCFN] :]!,M,%kAUE]g/=kMM]cgQ/(;==kMQ, | [YGOI] :-2147483646 | [YHSA] :4833334 | [YQGL] :22748.934281 | [YVEN] :19324 | [ZXTE] :35951 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078598000 | [AELJ] :-2147483645 | [APVN] :-2147483645 | [AXXB] :,]M/U!E2]EM(6%6/!%YI]QQ(6Q2==(2=g!;6 | [BJSS] :-2147483647 | [BRMN] :144589.570878 | [BYQH] :1211472 | [CJMA] :9530625 | [CMGV] :5 | [CTEI] :5 | [CTYC] :-95273576 | [DEKG] :-3478 | [DHJE] :59528283 | [EVXL] :-1 | [EXAS] :-8736 | [FPFF] :5706 | [GDFW] :5 | [HQBX] :-2147483646 | [IJKG] :-5952317 | [IYMN] :RIGHT | [JENI] :-143563 | [JUFJ] :16285.785779 | [JUMF] :607037 | [JXOS] :-9519996 | [JYXY] :945191 | [KSSM] :-1183548.343357 | [MJBX] :-1207323 | [MQXF] :43716689 | [MXVL] :-34048 | [OCCI] :574091 | [OGOM] :-2130 | [OKTM] :1 | [PLNE] :1188905 | [QCBJ] :I] | [QYZI] :SUCCESS | [RHCS] :6075 | [RJUR] :x | [RNSE] :24074 | [RXBA] :-948752 | [SBNJ] :66040336.693891 | [SCSF] :-39191 | [SGMS] :123667.151893 | [SUTP] :my.#GG#\W-Gq[m4S-q#qm4COy--G'ymWe[yeKq&i'8G4G[uGWSy[C\'88u8'quSGKi&-eimiWOC80yW-#Sa\i8\8#mS8#SK44eW' | [UPNT] :-81378 | [VDIK] :a | [VEOD] :7306466.540478 | [VHQI] :11911718.822493 | [VKYF] :3473 | [VOTU] :26861.252491 | [VRCM] :110156 | [VZWB] :-3796 | [WLZH] :5769.894915 | [WVKX] :14067 | [WZVQ] :E]kcQ2o;s2E66Ak | [XZGR] :2 | [YCFN] :sc]Qk(k2IM=YMM;/o;,gIIkI(;Eo(s | [YGOI] :-2147483646 | [YHSA] :1627702 | [YQGL] :22668.059196 | [YVEN] :23692 | [ZXTE] :36032 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078599000 | [AELJ] :-2147483645 | [APVN] :-2147483645 | [AXXB] :skEY]2!UUw=6ogcU/QI;((,o;oMAU6w]so;gE,cM | [BJSS] :-2147483647 | [BRMN] :144589.432812 | [BYQH] :347312 | [CJMA] :9596161 | [CMGV] :2 | [CTEI] :8 | [CTYC] :-95928932 | [DEKG] :-3486 | [DHJE] :59937880 | [EVXL] :-1 | [EXAS] :-8695 | [FPFF] :5898 | [GDFW] :8 | [HQBX] :-2147483646 | [IJKG] :-5993277 | [IYMN] :RIGHT | [JENI] :-144382 | [JUFJ] :16285.754701 | [JUMF] :611133 | [JXOS] :-9585532 | [JYXY] :3597383 | [KSSM] :-1191740.288069 | [MJBX] :-1215515 | [MQXF] :24368881 | [MXVL] :-34130 | [OCCI] :578187 | [OGOM] :-2122 | [OKTM] :1 | [PLNE] :1197097 | [QCBJ] :gk | [QYZI] :SUCCESS | [RHCS] :6075 | [RJUR] :x | [RNSE] :26266 | [RXBA] :-955306 | [SBNJ] :66040248.011077 | [SCSF] :-39601 | [SGMS] :124486.346364 | [SUTP] :[W\[#[e-q#&eGSaaiSWmeSGKW'4y40GmqC[e\G.Ka#O880\-yKK[G[S4-OK&8\4SK0KOWCia'.iuuC&'&-\#04.Kmum4.[O4'\00 | [UPNT] :-82033 | [VDIK] :y | [VEOD] :7306457.672196 | [VHQI] :11993638.269614 | [VKYF] :3665 | [VOTU] :26862.071686 | [VRCM] :110811 | [VZWB] :-1604 | [WLZH] :5769.894028 | [WVKX] :16259 | [WZVQ] :ckcoIUU=]U%U26U | [XZGR] :2 | [YCFN] :;A(2QwQgc;sMI(AUQ6(2Awo(ccogQg | [YGOI] :-2147483646 | [YHSA] :2279894 | [YQGL] :22586.139749 | [YVEN] :15884 | [ZXTE] :36114 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078600000 | [AELJ] :-2147483645 | [APVN] :-2147483645 | [AXXB] :(AQ62E6/]6A(skUo;6%%wc!A%w2s/;/6%A]oI | [BJSS] :-2147483645 | [BRMN] :144596.540034 | [BYQH] :1124912 | [CJMA] :9662530 | [CMGV] :2 | [CTEI] :8 | [CTYC] :-96592624 | [DEKG] :-3495 | [DHJE] :60352688 | [EVXL] :-1 | [EXAS] :-8654 | [FPFF] :6498 | [GDFW] :1 | [HQBX] :-2147483646 | [IJKG] :-6034757 | [IYMN] :RIGHT | [JENI] :-145212 | [JUFJ] :16287.354509 | [JUMF] :615281 | [JXOS] :-9651901 | [JYXY] :4374983 | [KSSM] :-1200036.444352 | [MJBX] :-1223811 | [MQXF] :41146481 | [MXVL] :-34213 | [OCCI] :582335 | [OGOM] :-2113 | [OKTM] :1 | [PLNE] :1205393 | [QCBJ] :6A | [QYZI] :SUCCESS | [RHCS] :6076 | [RJUR] :x | [RNSE] :23866 | [RXBA] :-961943 | [SBNJ] :66044813.152198 | [SCSF] :-40016 | [SGMS] :125315.961993 | [SUTP] :.#aG\aOy.iu&KWS8a8\.W&iW-0-&i[i'#O-m'i\000m\K0m8uOum-O['''\W'O-[4e'G4&yyaa48y.i[SW'q#[im\-WiqWu'aKK0 | [UPNT] :-82697 | [VDIK] :[ | [VEOD] :7306914.186308 | [VHQI] :12076599.832446 | [VKYF] :3265 | [VOTU] :26862.901302 | [VRCM] :111475 | [VZWB] :-4004 | [WLZH] :5769.939679 | [WVKX] :13859 | [WZVQ] :2Ao!Yw;As;(ss!/ | [XZGR] :1 | [YCFN] :QQEk6MM/I%wkM=EoI=kM(,;;]!EY,E | [YGOI] :-2147483646 | [YHSA] :6541142 | [YQGL] :22503.178186 | [YVEN] :23484 | [ZXTE] :36197 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078601000 | [AELJ] :-2147483647 | [APVN] :-2147483647 | [AXXB] :AskUMkw626o(c=!g/=gYQ;,2I2s/,==sM/EI= | [BJSS] :-2147483646 | [BRMN] :144596.959882 | [BYQH] :1160272 | [CJMA] :9729731 | [CMGV] :5 | [CTEI] :3 | [CTYC] :-97264635 | [DEKG] :-3503 | [DHJE] :60772695 | [EVXL] :-1 | [EXAS] :-8612 | [FPFF] :5506 | [GDFW] :3 | [HQBX] :-2147483645 | [IJKG] :-6076758 | [IYMN] :RIGHT | [JENI] :-146052 | [JUFJ] :16287.449015 | [JUMF] :619481 | [JXOS] :-9719102 | [JYXY] :893991 | [KSSM] :-1208436.584763 | [MJBX] :-1232211 | [MQXF] :45665489 | [MXVL] :-34297 | [OCCI] :586535 | [OGOM] :-2105 | [OKTM] :0 | [PLNE] :1213793 | [QCBJ] :%s | [QYZI] :SUCCESS | [RHCS] :6076 | [RJUR] :x | [RNSE] :27874 | [RXBA] :-968663 | [SBNJ] :66045082.830668 | [SCSF] :-40436 | [SGMS] :126155.976034 | [SUTP] :Se8-#-eG#8i&88808[uG&eG[OGK.e&'SKm#GGiOCqK'CC&#iaS#4m4'4W4#4eS&uWmyWymK#8[S#OGi[0e0S-SeKea&ii&'&Ce-C | [UPNT] :-83369 | [VDIK] :G | [VEOD] :7306941.154155 | [VHQI] :12160601.236555 | [VKYF] :4273 | [VOTU] :26863.741316 | [VRCM] :112147 | [VZWB] :-4996 | [WLZH] :5769.942376 | [WVKX] :12867 | [WZVQ] :!s=kIcUII;g6QIo | [XZGR] :3 | [YCFN] :YI/YQsc6YAYYwUUgc/Q=/=osUQ,(;w | [YGOI] :-2147483645 | [YHSA] :3576502 | [YQGL] :22419.176782 | [YVEN] :22492 | [ZXTE] :36281 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078602000 | [AELJ] :-2147483645 | [APVN] :-2147483645 | [AXXB] :cwQscY!sEc]%w,cAY6/I(%]]Qs6A=;=(%c2(oE | [BJSS] :-2147483647 | [BRMN] :144597.244043 | [BYQH] :1414256 | [CJMA] :9797762 | [CMGV] :1 | [CTEI] :5 | [CTYC] :-97944947 | [DEKG] :-3512 | [DHJE] :61197890 | [EVXL] :-1 | [EXAS] :-8569 | [FPFF] :4842 | [GDFW] :7 | [HQBX] :-2147483646 | [IJKG] :-6119278 | [IYMN] :RIGHT | [JENI] :-146902 | [JUFJ] :16287.512978 | [JUMF] :623733 | [JXOS] :-9787133 | [JYXY] :3164327 | [KSSM] :-1216940.479008 | [MJBX] :-1240715 | [MQXF] :1935825 | [MXVL] :-34382 | [OCCI] :590787 | [OGOM] :-2096 | [OKTM] :1 | [PLNE] :1222297 | [QCBJ] :;w | [QYZI] :SUCCESS | [RHCS] :6076 | [RJUR] :x | [RNSE] :23210 | [RXBA] :-975466 | [SBNJ] :66045265.354131 | [SCSF] :-40861 | [SGMS] :127006.365458 | [SUTP] :8ia'CuSSOS-#OGa-88mqeOyWW.yy'['S#&.q#&qa.8\[qW#CK48\O.[&GKiuyK8WG-[i\eK0C08['yyi&W8u4[SOaa44qi#Kq-q8 | [UPNT] :-84049 | [VDIK] :i | [VEOD] :7306959.406502 | [VHQI] :12245640.179000 | [VKYF] :2609 | [VOTU] :26864.591705 | [VRCM] :112827 | [VZWB] :-4660 | [WLZH] :5769.944201 | [WVKX] :13203 | [WZVQ] :]wo=/Q,U!A(2!UU | [XZGR] :1 | [YCFN] :%M;!g6Qs]kwUQ6]A2=I6AsgQ2gIg(( | [YGOI] :-2147483646 | [YHSA] :7330486 | [YQGL] :22334.137839 | [YVEN] :22828 | [ZXTE] :36366 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078603000 | [AELJ] :-2147483645 | [APVN] :-2147483645 | [AXXB] :sw]Q(2U=%YMY,w2,oUUU%=!]Q6,%Uk2,cskc=Yoc | [BJSS] :-2147483647 | [BRMN] :144597.662775 | [BYQH] :1082576 | [CJMA] :9866621 | [CMGV] :1 | [CTEI] :2 | [CTYC] :-98633540 | [DEKG] :-3520 | [DHJE] :61628260 | [EVXL] :-1 | [EXAS] :-8526 | [FPFF] :6162 | [GDFW] :2 | [HQBX] :-2147483646 | [IJKG] :-6162315 | [IYMN] :RIGHT | [JENI] :-147763 | [JUFJ] :16287.607233 | [JUMF] :628037 | [JXOS] :-9855992 | [JYXY] :5832647 | [KSSM] :-1225547.893947 | [MJBX] :-1249322 | [MQXF] :2604145 | [MXVL] :-34468 | [OCCI] :595091 | [OGOM] :-2088 | [OKTM] :1 | [PLNE] :1230904 | [QCBJ] :g= | [QYZI] :SUCCESS | [RHCS] :6076 | [RJUR] :x | [RNSE] :26530 | [RXBA] :-982352 | [SBNJ] :66045534.316289 | [SCSF] :-41291 | [SGMS] :127867.106952 | [SUTP] :[8K&4yCi[aGWmi0\yW8Ca.iWiK0#4em8aGSOG.iOKOu#'O-e8.ei#8euSW'GWumay&.8-COm['#4qu--08KKiOa#q0C&'y''4.Ky | [UPNT] :-84738 | [VDIK] :y | [VEOD] :7306986.302717 | [VHQI] :12331714.328396 | [VKYF] :2929 | [VOTU] :26865.452447 | [VRCM] :113516 | [VZWB] :-6340 | [WLZH] :5769.946891 | [WVKX] :11523 | [WZVQ] :c=YgAU(kU=E/I=g | [XZGR] :2 | [YCFN] :;/AUI!A=!sIEo,MIs!;sw%;Q2U!gcY | [YGOI] :-2147483646 | [YHSA] :7998806 | [YQGL] :22248.063690 | [YVEN] :21148 | [ZXTE] :36452 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078604000 | [AELJ] :-2147483646 | [APVN] :-2147483646 | [AXXB] :o26M=]Iow%Yg(Q;Y]os,%AM]g%kMsoEQo!Y;cEc( | [BJSS] :-2147483645 | [BRMN] :144653.384034 | [BYQH] :134288 | [CJMA] :9936307 | [CMGV] :1 | [CTEI] :7 | [CTYC] :-99330396 | [DEKG] :-3529 | [DHJE] :62063795 | [EVXL] :-1 | [EXAS] :-8483 | [FPFF] :5522 | [GDFW] :7 | [HQBX] :-2147483647 | [IJKG] :-6205868 | [IYMN] :RIGHT | [JENI] :-148634 | [JUFJ] :16300.149873 | [JUMF] :632392 | [JXOS] :-9925678 | [JYXY] :1368007 | [KSSM] :-1234258.593605 | [MJBX] :-1258033 | [MQXF] :139505 | [MXVL] :-34555 | [OCCI] :599446 | [OGOM] :-2079 | [OKTM] :-1 | [PLNE] :1239615 | [QCBJ] :22 | [QYZI] :SUCCESS | [RHCS] :6076 | [RJUR] :x | [RNSE] :26890 | [RXBA] :-989320 | [SBNJ] :66081325.434333 | [SCSF] :-41727 | [SGMS] :128738.176918 | [SUTP] :Gaq#8WqOG&SeK\\eWq'qaa[imS&KCiO&m['\0&.&-Km8qy-m''GeK#qu-\yieGW4Gm[iiyiS\CC8uqyaqaW.y#\G8.C4qmq#aGe' | [UPNT] :-85435 | [VDIK] :u | [VEOD] :7310565.414522 | [VHQI] :12418821.324977 | [VKYF] :4289 | [VOTU] :26866.323516 | [VRCM] :114213 | [VZWB] :-980 | [WLZH] :5770.304802 | [WVKX] :16883 | [WZVQ] :Y2Ec((6QcYQ,s2I | [XZGR] :1 | [YCFN] :M(gQM,oosI,]/o%Y;E26=(6Qs2A(oc | [YGOI] :-2147483647 | [YHSA] :8050518 | [YQGL] :22160.956693 | [YVEN] :16508 | [ZXTE] :36539 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078605000 | [AELJ] :-2147483647 | [APVN] :-2147483647 | [AXXB] :(6,(,%!EAgEYo;YsU,2A;g;Is!,/gk,o2] | [BJSS] :-2147483646 | [BRMN] :144648.922000 | [BYQH] :327888 | [CJMA] :10006817 | [CMGV] :3 | [CTEI] :9 | [CTYC] :-100035496 | [DEKG] :-3538 | [DHJE] :62504483 | [EVXL] :-1 | [EXAS] :-8439 | [FPFF] :4474 | [GDFW] :9 | [HQBX] :-2147483645 | [IJKG] :-6249937 | [IYMN] :RIGHT | [JENI] :-149516 | [JUFJ] :16299.145486 | [JUMF] :636799 | [JXOS] :-9996188 | [JYXY] :577959 | [KSSM] :-1243072.339174 | [MJBX] :-1266847 | [MQXF] :27349457 | [MXVL] :-34643 | [OCCI] :603853 | [OGOM] :-2070 | [OKTM] :0 | [PLNE] :1248429 | [QCBJ] :66 | [QYZI] :SUCCESS | [RHCS] :6076 | [RJUR] :x | [RNSE] :26842 | [RXBA] :-996371 | [SBNJ] :66078459.361374 | [SCSF] :-42168 | [SGMS] :129619.551475 | [SUTP] :KeSeuKe4KWyW-CW#4K&i&-Ceya0WqeSO00W4\OK8&\#yeCmSO[\mG\SyOi#maS8-[0KSu'&yKe&Wu.W4G&[S8KueGa\#C0e'4q8W | [UPNT] :-86140 | [VDIK] :[ | [VEOD] :7310278.807226 | [VHQI] :12506958.780660 | [VKYF] :4241 | [VOTU] :26867.204891 | [VRCM] :114918 | [VZWB] :-1028 | [WLZH] :5770.276141 | [WVKX] :16835 | [WZVQ] :266I;6U6gEwM2Qc | [XZGR] :3 | [YCFN] :Q===/=Q;w%AEI2Is/k////k/Ek!EcY | [YGOI] :-2147483645 | [YHSA] :5260470 | [YQGL] :22072.819238 | [YVEN] :16460 | [ZXTE] :36627 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078606000 | [AELJ] :-2147483646 | [APVN] :-2147483646 | [AXXB] :I6/Q/66QoUc]/]A,c=//Qg2,s/sAs2s;ccQEMYQw | [BJSS] :-2147483645 | [BRMN] :144649.449440 | [BYQH] :471440 | [CJMA] :10078149 | [CMGV] :3 | [CTEI] :8 | [CTYC] :-100748820 | [DEKG] :-3547 | [DHJE] :62950310 | [EVXL] :-1 | [EXAS] :-8394 | [FPFF] :6674 | [GDFW] :1 | [HQBX] :-2147483647 | [IJKG] :-6294520 | [IYMN] :RIGHT | [JENI] :-150407 | [JUFJ] :16299.264211 | [JUMF] :641257 | [JXOS] :-10067520 | [JYXY] :3205159 | [KSSM] :-1251988.889019 | [MJBX] :-1275763 | [MQXF] :7976657 | [MXVL] :-34732 | [OCCI] :608311 | [OGOM] :-2061 | [OKTM] :1 | [PLNE] :1257345 | [QCBJ] :=6 | [QYZI] :SUCCESS | [RHCS] :6076 | [RJUR] :x | [RNSE] :24042 | [RXBA] :-1003505 | [SBNJ] :66078798.149117 | [SCSF] :-42613 | [SGMS] :130511.206459 | [SUTP] :0eWqy\aqy..[qyyOmymu&-aq[&K[CiCqaq[C..KuO'8aSCe8G&8yW'GyK\'CCO8[u8u'eGSmqOua.C&W-am-#u.uK0&eSC'muSm0 | [UPNT] :-86853 | [VDIK] :O | [VEOD] :7310312.686000 | [VHQI] :12596124.279112 | [VKYF] :3793 | [VOTU] :26868.096546 | [VRCM] :115631 | [VZWB] :2524 | [WLZH] :5770.279529 | [WVKX] :14035 | [WZVQ] :(s!U,YQsU(,%M/( | [XZGR] :1 | [YCFN] :6I],c%MQ!oM6skk,U/I!Y/=YE],6oc | [YGOI] :-2147483647 | [YHSA] :5887670 | [YQGL] :21983.653739 | [YVEN] :23660 | [ZXTE] :36716 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078607000 | [AELJ] :-2147483645 | [APVN] :-2147483645 | [AXXB] :;g(Uw2]QEwUU!U!=kkI=UQ(Q(gskk/g,!,,IE(/U | [BJSS] :-2147483647 | [BRMN] :144651.540781 | [BYQH] :1131600 | [CJMA] :10150302 | [CMGV] :3 | [CTEI] :2 | [CTYC] :-101470348 | [DEKG] :-3556 | [DHJE] :63401266 | [EVXL] :-1 | [EXAS] :-8349 | [FPFF] :6834 | [GDFW] :2 | [HQBX] :-2147483646 | [IJKG] :-6339615 | [IYMN] :RIGHT | [JENI] :-151309 | [JUFJ] :16299.734964 | [JUMF] :645767 | [JXOS] :-10139673 | [JYXY] :5365319 | [KSSM] :-1261007.998689 | [MJBX] :-1284782 | [MQXF] :38136817 | [MXVL] :-34822 | [OCCI] :612821 | [OGOM] :-2052 | [OKTM] :1 | [PLNE] :1266364 | [QCBJ] :Eg | [QYZI] :SUCCESS | [RHCS] :6076 | [RJUR] :x | [RNSE] :24202 | [RXBA] :-1010720 | [SBNJ] :66080141.467899 | [SCSF] :-43064 | [SGMS] :131413.117427 | [SUTP] :i'Cui[u&O#OS\G8&-mWe-qq#KKK8u'q88iCG\q''[.8\##8iCqy..8G-''K8S8[CS-O#iO-#yWuyqqq#uC0WaS[Se&&8.iOum0#y | [UPNT] :-87575 | [VDIK] :. | [VEOD] :7310447.017878 | [VHQI] :12686315.375817 | [VKYF] :3601 | [VOTU] :26868.998457 | [VRCM] :116353 | [VZWB] :-3668 | [WLZH] :5770.292962 | [WVKX] :14195 | [WZVQ] :AgQYsU!(!U/,!go | [XZGR] :2 | [YCFN] :ow6/]!6c];Q]QsUwoA(U2,/g;U,Qg] | [YGOI] :-2147483646 | [YHSA] :6047830 | [YQGL] :21893.462643 | [YVEN] :23820 | [ZXTE] :36806 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078608000 | [AELJ] :-2147483647 | [APVN] :-2147483646 | [AXXB] :E6IQoMAscgM]A=/;(Ikso(wcU,AQok | [BJSS] :-2147483646 | [BRMN] :144651.817084 | [BYQH] :798736 | [CJMA] :10223274 | [CMGV] :1 | [CTEI] :7 | [CTYC] :-102200062 | [DEKG] :-3565 | [DHJE] :63857337 | [EVXL] :-1 | [EXAS] :-8304 | [FPFF] :4322 | [GDFW] :9 | [HQBX] :-2147483645 | [IJKG] :-6385222 | [IYMN] :RIGHT | [JENI] :-152221 | [JUFJ] :16299.797159 | [JUMF] :650328 | [JXOS] :-10212645 | [JYXY] :2548807 | [KSSM] :-1270129.420922 | [MJBX] :-1293904 | [MQXF] :41320305 | [MXVL] :-34913 | [OCCI] :617382 | [OGOM] :-2043 | [OKTM] :-1 | [PLNE] :1275486 | [QCBJ] :(6 | [QYZI] :SUCCESS | [RHCS] :6076 | [RJUR] :x | [RNSE] :27690 | [RXBA] :-1018017 | [SBNJ] :66080318.944392 | [SCSF] :-43520 | [SGMS] :132325.259650 | [SUTP] :We'&O8iSmWG['u.K\KyaOSi#0#SOyea#eq#\-8Ka0aO'[GiuWGK&8OSi&KKi8i[-e&[0uGWSymWGeWK-8&&4Wu#O4q\W'4[eWqq[ | [UPNT] :-88304 | [VDIK] :K | [VEOD] :7310464.765528 | [VHQI] :12777529.598139 | [VKYF] :3089 | [VOTU] :26869.910599 | [VRCM] :117082 | [VZWB] :-180 | [WLZH] :5770.294737 | [WVKX] :11331 | [WZVQ] :o6ggkEYUIEE%%IQ | [XZGR] :3 | [YCFN] :2=wUsggsY%I6UUw;=YU;!!;66=c=kY | [YGOI] :-2147483647 | [YHSA] :6714966 | [YQGL] :21802.248420 | [YVEN] :17308 | [ZXTE] :36897 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078609000 | [AELJ] :-2147483645 | [APVN] :-2147483645 | [AXXB] :MYQ;/s;A(6%AYUowMYQ2I6UEo%;!kc%/ | [BJSS] :-2147483647 | [BRMN] :144656.272112 | [BYQH] :317744 | [CJMA] :10297062 | [CMGV] :4 | [CTEI] :2 | [CTYC] :-102937941 | [DEKG] :-3574 | [DHJE] :64318511 | [EVXL] :-1 | [EXAS] :-8257 | [FPFF] :6330 | [GDFW] :2 | [HQBX] :-2147483646 | [IJKG] :-6431340 | [IYMN] :RIGHT | [JENI] :-153144 | [JUFJ] :16300.799968 | [JUMF] :654939 | [JXOS] :-10286433 | [JYXY] :5067815 | [KSSM] :-1279352.905647 | [MJBX] :-1303127 | [MQXF] :45839313 | [MXVL] :-35006 | [OCCI] :621993 | [OGOM] :-2034 | [OKTM] :1 | [PLNE] :1284709 | [QCBJ] :AY | [QYZI] :SUCCESS | [RHCS] :6076 | [RJUR] :x | [RNSE] :26698 | [RXBA] :-1025396 | [SBNJ] :66083180.516870 | [SCSF] :-43982 | [SGMS] :133247.608122 | [SUTP] :eKaqy\#0\i8y&'m&Wa4[8G'0ueW8u.yy&\qi88.qqKuG&i8i\KC-aqaGGiu4-m-q.Kq&C&u'G.[K8'K-&yK'4\i#G.iW[Ki\yK0m | [UPNT] :-89042 | [VDIK] :S | [VEOD] :7310750.922776 | [VHQI] :12869764.445395 | [VKYF] :4097 | [VOTU] :26870.832948 | [VRCM] :117820 | [VZWB] :-1172 | [WLZH] :5770.323353 | [WVKX] :16691 | [WZVQ] :wYoU,ko2Y;6%/g6 | [XZGR] :2 | [YCFN] :k%;,cA!]%%!g(sMw;%]A;Y%,A2gcgQ | [YGOI] :-2147483646 | [YHSA] :1233974 | [YQGL] :21710.013573 | [YVEN] :16316 | [ZXTE] :36990 | @@@@@@@@@@@@
@@@@@@@
